# Constructed from biom file
#OTU ID	PC.636	PC.635	PC.356	PC.481	PC.354	PC.593	PC.355	PC.607	PC.634	Consensus Lineage
208	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
209	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia
210	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
212	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Bacteria;Firmicutes;Clostridia;Clostridiales
214	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
215	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Bacteroidetes
216	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
217	0.0	5.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
218	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	Bacteria
219	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria
220	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Bacteria
221	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
222	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
223	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
224	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria
225	0.0	0.0	0.0	1.0	2.0	0.0	2.0	0.0	0.0	Bacteria;Bacteroidetes
226	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	Bacteria;Bacteroidetes
227	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes
228	0.0	0.0	0.0	1.0	1.0	0.0	4.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
229	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
230	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria
231	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
232	0.0	0.0	0.0	5.0	1.0	17.0	0.0	20.0	0.0	Bacteria;Firmicutes
233	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
234	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
235	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	Bacteria;Bacteroidetes
236	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
238	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
239	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
240	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
241	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
243	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
244	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Bacteria
245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
246	2.0	2.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	Bacteria;Bacteroidetes
247	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria;Bacteroidetes
248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria
249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales
250	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Bacteria
251	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
252	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Incertae Sedis XIV;Blautia
253	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
254	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
255	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria
256	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
257	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
258	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
259	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
260	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae
261	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
262	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Bacteria
263	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria
264	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria
265	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
266	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae
267	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria
268	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
269	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria
270	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus
271	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
272	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
273	1.0	0.0	3.0	2.0	1.0	0.0	5.0	0.0	0.0	Bacteria;Bacteroidetes
274	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae;Asaccharobacter
275	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
277	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
278	0.0	3.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
279	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
280	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
281	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
282	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Bacteria;Firmicutes
283	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides
284	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	Bacteria;Firmicutes;Clostridia;Clostridiales
285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
286	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Bacteria
287	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
288	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
289	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Bacteria;Firmicutes
290	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
292	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus
293	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
295	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
296	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
297	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
298	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
299	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
300	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Actinobacteria;Actinobacteria;Coriobacteriales;Coriobacteriaceae
301	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
303	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
304	0.0	0.0	0.0	0.0	0.0	5.0	0.0	2.0	0.0	Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter
305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
306	0.0	0.0	2.0	0.0	1.0	0.0	0.0	6.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
307	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
309	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
310	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Bacteroidetes
311	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Bacteroidetes
312	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Atopostipes
313	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter
314	0.0	0.0	5.0	13.0	11.0	2.0	12.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
315	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Bacteria;Bacteroidetes
316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Bacteria;Firmicutes;Clostridia;Clostridiales
317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Bacteria
318	0.0	0.0	2.0	1.0	2.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Akkermansia
320	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
321	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria
323	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria
324	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Bacteroidetes
325	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
326	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
327	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria;Firmicutes
328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria
329	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter
330	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
331	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
332	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
333	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria
335	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter
337	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria
338	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
339	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	Bacteria;Bacteroidetes
340	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
341	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Bacteroidetes
342	3.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
343	2.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
344	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
345	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
346	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
347	3.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	2.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter
348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria
349	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
350	0.0	2.0	0.0	7.0	0.0	0.0	2.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
351	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
352	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
353	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
354	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Bacteria;Firmicutes;Clostridia;Clostridiales
355	0.0	0.0	0.0	2.0	1.0	4.0	1.0	0.0	0.0	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Incertae Sedis XIII;Anaerovorax
357	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Incertae Sedis XIII
358	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria
359	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
360	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Bacteroidetes
361	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
362	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium
363	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria
364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
366	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
367	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
368	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
370	0.0	5.0	2.0	4.0	1.0	0.0	2.0	5.0	1.0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
371	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Proteobacteria
372	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
373	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria
374	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia
377	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
378	3.0	5.0	0.0	0.0	0.0	0.0	0.0	5.0	9.0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes
379	4.0	4.0	0.0	1.0	2.0	0.0	18.0	0.0	21.0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides
380	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
381	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
382	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
383	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	Bacteria;Bacteroidetes
384	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter
385	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
386	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
387	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
388	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
389	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Incertae Sedis XIV;Blautia
390	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Bacteroidetes
391	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Bacteria;Firmicutes;Clostridia;Clostridiales
392	0.0	0.0	2.0	0.0	0.0	2.0	20.0	0.0	3.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
393	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
394	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
395	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
396	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	Bacteria;Bacteroidetes
397	3.0	1.0	2.0	0.0	0.0	9.0	1.0	1.0	1.0	Bacteria;Bacteroidetes
398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria;Firmicutes
399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides
400	4.0	0.0	3.0	1.0	0.0	4.0	2.0	0.0	5.0	Bacteria;Bacteroidetes
401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Bacteria;Firmicutes;Clostridia;Clostridiales
402	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
403	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
404	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
405	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
406	1.0	1.0	1.0	2.0	0.0	0.0	2.0	0.0	1.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	Bacteria;Firmicutes;Clostridia;Clostridiales
408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	Bacteria;Firmicutes
409	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
410	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	3.0	Bacteria;Firmicutes;Erysipelotrichi;Erysipelotrichales;Erysipelotrichaceae;Turicibacter
411	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
413	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes
414	2.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	Bacteria
415	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
416	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
417	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales
418	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae
